time,symbol,expiry,strike,option_type,features,label
2026-05-14 07:14:00+00,BANKNIFTY,2026-05-26,54300,CE,"{""pcr_oi"": 0.7829774297365579, ""atm_ce_iv"": 21.390628525671353, ""atm_ce_oi"": 126540.0, ""atm_pe_iv"": 22.151293045796784, ""atm_pe_oi"": 103500.0, ""atm_ce_ltp"": 939.15, ""atm_pe_ltp"": 797.25, ""atm_strike"": 54300, ""delta_skew"": -0.49747068376068376, ""pcr_volume"": null, ""atm_ce_vega"": 39.6303, ""atm_pe_vega"": 39.63755, ""index_close"": 54293.45, ""iv_skew_otm"": -4.766527348244988, ""time_of_day"": -121, ""atm_ce_delta"": 0.53989, ""atm_ce_gamma"": 0.00019, ""atm_ce_theta"": -42.1087, ""atm_pe_delta"": -0.46076, ""atm_pe_gamma"": 0.00018, ""atm_pe_theta"": -28.4916, ""index_rsi_14"": 50.65257924176467, ""is_expiry_day"": 0, ""days_to_expiry"": 12, ""gamma_exposure"": 2875.6113000000005, ""is_mid_session"": 0, ""theta_pressure"": 351.78038000000004, ""index_return_1m"": 0.00005894244362472248, ""index_return_5m"": 0.00030768238702569864, ""is_open_session"": 1, ""atm_ce_oi_change"": 38040.0, ""atm_option_close"": 947.1, ""atm_pe_oi_change"": 32310.0, ""index_return_15m"": -0.0002200517812225739, ""index_trend_ma_9"": 8.127777777779556, ""is_close_session"": 0, ""is_weekly_expiry"": 1, ""index_trend_ma_21"": 10.121428571430442, ""index_trend_ma_50"": 68.83899999999267, ""is_monthly_expiry"": 1, ""ce_oi_concentration"": 0.35993262816548033, ""pe_oi_concentration"": 0.27882508356875396, ""atm_option_range_15m"": 33.90000000000009, ""atm_option_return_1m"": 0.008465101421498212, ""atm_option_return_5m"": 0.006964010419435509, ""index_volatility_15m"": 0.00029007364493528634, ""selected_security_id"": 67206, ""atm_option_volatility_15m"": 0.012451864180131136, ""recent_high_breakout_flag"": 0, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0009703128970591765, ""pe_iv_slope_across_strikes"": -0.0002263264790404235}",0
2026-05-14 07:14:00+00,BANKNIFTY,2026-05-26,54300,PE,"{""pcr_oi"": 0.7829774297365579, ""atm_ce_iv"": 21.390628525671353, ""atm_ce_oi"": 126540.0, ""atm_pe_iv"": 22.151293045796784, ""atm_pe_oi"": 103500.0, ""atm_ce_ltp"": 939.15, ""atm_pe_ltp"": 797.25, ""atm_strike"": 54300, ""delta_skew"": -0.49747068376068376, ""pcr_volume"": null, ""atm_ce_vega"": 39.6303, ""atm_pe_vega"": 39.63755, ""index_close"": 54293.45, ""iv_skew_otm"": -4.766527348244988, ""time_of_day"": -121, ""atm_ce_delta"": 0.53989, ""atm_ce_gamma"": 0.00019, ""atm_ce_theta"": -42.1087, ""atm_pe_delta"": -0.46076, ""atm_pe_gamma"": 0.00018, ""atm_pe_theta"": -28.4916, ""index_rsi_14"": 50.65257924176467, ""is_expiry_day"": 0, ""days_to_expiry"": 12, ""gamma_exposure"": 2875.6113000000005, ""is_mid_session"": 0, ""theta_pressure"": 351.78038000000004, ""index_return_1m"": 0.00005894244362472248, ""index_return_5m"": 0.00030768238702569864, ""is_open_session"": 1, ""atm_ce_oi_change"": 38040.0, ""atm_option_close"": 791.2, ""atm_pe_oi_change"": 32310.0, ""index_return_15m"": -0.0002200517812225739, ""index_trend_ma_9"": 8.127777777779556, ""is_close_session"": 0, ""is_weekly_expiry"": 1, ""index_trend_ma_21"": 10.121428571430442, ""index_trend_ma_50"": 68.83899999999267, ""is_monthly_expiry"": 1, ""ce_oi_concentration"": 0.35993262816548033, ""pe_oi_concentration"": 0.27882508356875396, ""atm_option_range_15m"": 31.899999999999977, ""atm_option_return_1m"": -0.007588585763562188, ""atm_option_return_5m"": -0.008769731896767727, ""index_volatility_15m"": 0.00029007364493528634, ""selected_security_id"": 67214, ""atm_option_volatility_15m"": 0.009857382931123659, ""recent_high_breakout_flag"": 0, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0009703128970591765, ""pe_iv_slope_across_strikes"": -0.0002263264790404235}",0
2026-05-14 07:13:00+00,NIFTY,2026-05-19,23700,CE,"{""pcr_oi"": 1.2223032440875492, ""atm_ce_iv"": 15.379580143719723, ""atm_ce_oi"": 4167930.0, ""atm_pe_iv"": 17.50127846691816, ""atm_pe_oi"": 4509115.0, ""atm_ce_ltp"": 184.55, ""atm_pe_ltp"": 191.5, ""atm_strike"": 23700, ""delta_skew"": -0.488690731707317, ""pcr_volume"": null, ""atm_ce_vega"": 11.41993, ""atm_pe_vega"": 11.42178, ""index_close"": 23683.95, ""iv_skew_otm"": -2.8914615249439777, ""time_of_day"": -122, ""atm_ce_delta"": 0.51935, ""atm_ce_gamma"": 0.0009, ""atm_ce_theta"": -19.74832, ""atm_pe_delta"": -0.48203, ""atm_pe_gamma"": 0.00079, ""atm_pe_theta"": -15.51858, ""index_rsi_14"": 35.810810810809414, ""is_expiry_day"": 0, ""days_to_expiry"": 5, ""gamma_exposure"": 92499.87695, ""is_mid_session"": 0, ""theta_pressure"": 306.98532, ""index_return_1m"": 0.00027029823609290047, ""index_return_5m"": 0.0000992331599217191, ""is_open_session"": 1, ""atm_ce_oi_change"": 1710345.0, ""atm_option_close"": 187.55, ""atm_pe_oi_change"": 3127085.0, ""index_return_15m"": -0.0005443761512605185, ""index_trend_ma_9"": 3.0333333333292103, ""is_close_session"": 0, ""is_weekly_expiry"": 1, ""index_trend_ma_21"": -3.6928571428579744, ""index_trend_ma_50"": 7.069999999999709, ""is_monthly_expiry"": 0, ""ce_oi_concentration"": 0.2609710290954308, ""pe_oi_concentration"": 0.298468249470649, ""atm_option_range_15m"": 27.0, ""atm_option_return_1m"": 0.0008004268943436803, ""atm_option_return_5m"": 0.016806722689075754, ""index_volatility_15m"": 0.00028266877471640363, ""selected_security_id"": 51366, ""atm_option_volatility_15m"": 0.01999681485149392, ""recent_high_breakout_flag"": 0, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0009868676958268618, ""pe_iv_slope_across_strikes"": -0.0010125688657323035}",1
2026-05-14 07:13:00+00,NIFTY,2026-05-19,23700,PE,"{""pcr_oi"": 1.2223032440875492, ""atm_ce_iv"": 15.379580143719723, ""atm_ce_oi"": 4167930.0, ""atm_pe_iv"": 17.50127846691816, ""atm_pe_oi"": 4509115.0, ""atm_ce_ltp"": 184.55, ""atm_pe_ltp"": 191.5, ""atm_strike"": 23700, ""delta_skew"": -0.488690731707317, ""pcr_volume"": null, ""atm_ce_vega"": 11.41993, ""atm_pe_vega"": 11.42178, ""index_close"": 23683.95, ""iv_skew_otm"": -2.8914615249439777, ""time_of_day"": -122, ""atm_ce_delta"": 0.51935, ""atm_ce_gamma"": 0.0009, ""atm_ce_theta"": -19.74832, ""atm_pe_delta"": -0.48203, ""atm_pe_gamma"": 0.00079, ""atm_pe_theta"": -15.51858, ""index_rsi_14"": 35.810810810809414, ""is_expiry_day"": 0, ""days_to_expiry"": 5, ""gamma_exposure"": 92499.87695, ""is_mid_session"": 0, ""theta_pressure"": 306.98532, ""index_return_1m"": 0.00027029823609290047, ""index_return_5m"": 0.0000992331599217191, ""is_open_session"": 1, ""atm_ce_oi_change"": 1710345.0, ""atm_option_close"": 188.45, ""atm_pe_oi_change"": 3127085.0, ""index_return_15m"": -0.0005443761512605185, ""index_trend_ma_9"": 3.0333333333292103, ""is_close_session"": 0, ""is_weekly_expiry"": 1, ""index_trend_ma_21"": -3.6928571428579744, ""index_trend_ma_50"": 7.069999999999709, ""is_monthly_expiry"": 0, ""ce_oi_concentration"": 0.2609710290954308, ""pe_oi_concentration"": 0.298468249470649, ""atm_option_range_15m"": 20.599999999999994, ""atm_option_return_1m"": -0.0037007665873646156, ""atm_option_return_5m"": -0.019255789747593115, ""index_volatility_15m"": 0.00028266877471640363, ""selected_security_id"": 51367, ""atm_option_volatility_15m"": 0.01597026753951044, ""recent_high_breakout_flag"": 0, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0009868676958268618, ""pe_iv_slope_across_strikes"": -0.0010125688657323035}",0
2026-05-14 07:13:00+00,BANKNIFTY,2026-05-26,54300,CE,"{""pcr_oi"": 0.782764673519112, ""atm_ce_iv"": 21.290823207045754, ""atm_ce_oi"": 126960.0, ""atm_pe_iv"": 22.240697214732368, ""atm_pe_oi"": 103110.0, ""atm_ce_ltp"": 936.9, ""atm_pe_ltp"": 799.8, ""atm_strike"": 54300, ""delta_skew"": -0.49822500000000003, ""pcr_volume"": null, ""atm_ce_vega"": 39.62673, ""atm_pe_vega"": 39.63727, ""index_close"": 54290.25, ""iv_skew_otm"": -4.760957507672682, ""time_of_day"": -122, ""atm_ce_delta"": 0.54059, ""atm_ce_gamma"": 0.00019, ""atm_ce_theta"": -41.95481, ""atm_pe_delta"": -0.46046, ""atm_pe_gamma"": 0.00018, ""atm_pe_theta"": -28.63642, ""index_rsi_14"": 45.58951965065441, ""is_expiry_day"": 0, ""days_to_expiry"": 12, ""gamma_exposure"": 2878.1439, ""is_mid_session"": 0, ""theta_pressure"": 352.0001000000001, ""index_return_1m"": 0.00022661135875623364, ""index_return_5m"": 0.00013816543929701425, ""is_open_session"": 1, ""atm_ce_oi_change"": 38460.0, ""atm_option_close"": 939.15, ""atm_pe_oi_change"": 31920.0, ""index_return_15m"": -0.00009116828006890277, ""index_trend_ma_9"": 7.3166666666729725, ""is_close_session"": 0, ""is_weekly_expiry"": 1, ""index_trend_ma_21"": 9.219047619051707, ""index_trend_ma_50"": 68.67799999999988, ""is_monthly_expiry"": 1, ""ce_oi_concentration"": 0.3597935533451519, ""pe_oi_concentration"": 0.27905606826011675, ""atm_option_range_15m"": 39.75, ""atm_option_return_1m"": 0.0012793858947704373, ""atm_option_return_5m"": 0.009675858732462506, ""index_volatility_15m"": 0.0002942885772521633, ""selected_security_id"": 67206, ""atm_option_volatility_15m"": 0.014292145833243796, ""recent_high_breakout_flag"": 0, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0009700785927213423, ""pe_iv_slope_across_strikes"": -0.0002261787520670232}",0
2026-05-14 07:13:00+00,BANKNIFTY,2026-05-26,54300,PE,"{""pcr_oi"": 0.782764673519112, ""atm_ce_iv"": 21.290823207045754, ""atm_ce_oi"": 126960.0, ""atm_pe_iv"": 22.240697214732368, ""atm_pe_oi"": 103110.0, ""atm_ce_ltp"": 936.9, ""atm_pe_ltp"": 799.8, ""atm_strike"": 54300, ""delta_skew"": -0.49822500000000003, ""pcr_volume"": null, ""atm_ce_vega"": 39.62673, ""atm_pe_vega"": 39.63727, ""index_close"": 54290.25, ""iv_skew_otm"": -4.760957507672682, ""time_of_day"": -122, ""atm_ce_delta"": 0.54059, ""atm_ce_gamma"": 0.00019, ""atm_ce_theta"": -41.95481, ""atm_pe_delta"": -0.46046, ""atm_pe_gamma"": 0.00018, ""atm_pe_theta"": -28.63642, ""index_rsi_14"": 45.58951965065441, ""is_expiry_day"": 0, ""days_to_expiry"": 12, ""gamma_exposure"": 2878.1439, ""is_mid_session"": 0, ""theta_pressure"": 352.0001000000001, ""index_return_1m"": 0.00022661135875623364, ""index_return_5m"": 0.00013816543929701425, ""is_open_session"": 1, ""atm_ce_oi_change"": 38460.0, ""atm_option_close"": 797.25, ""atm_pe_oi_change"": 31920.0, ""index_return_15m"": -0.00009116828006890277, ""index_trend_ma_9"": 7.3166666666729725, ""is_close_session"": 0, ""is_weekly_expiry"": 1, ""index_trend_ma_21"": 9.219047619051707, ""index_trend_ma_50"": 68.67799999999988, ""is_monthly_expiry"": 1, ""ce_oi_concentration"": 0.3597935533451519, ""pe_oi_concentration"": 0.27905606826011675, ""atm_option_range_15m"": 34.450000000000045, ""atm_option_return_1m"": -0.00012541543864052517, ""atm_option_return_5m"": -0.013670666831621867, ""index_volatility_15m"": 0.0002942885772521633, ""selected_security_id"": 67214, ""atm_option_volatility_15m"": 0.011947708779935605, ""recent_high_breakout_flag"": 0, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0009700785927213423, ""pe_iv_slope_across_strikes"": -0.0002261787520670232}",0
2026-05-14 07:12:00+00,NIFTY,2026-05-19,23700,CE,"{""pcr_oi"": 1.221738115195785, ""atm_ce_iv"": 15.782971097010886, ""atm_ce_oi"": 4151615.0, ""atm_pe_iv"": 17.221567052896606, ""atm_pe_oi"": 4489355.0, ""atm_ce_ltp"": 185.2, ""atm_pe_ltp"": 192.05, ""atm_strike"": 23700, ""delta_skew"": -0.48181845528455286, ""pcr_volume"": null, ""atm_ce_vega"": 11.42499, ""atm_pe_vega"": 11.42531, ""index_close"": 23677.55, ""iv_skew_otm"": -2.959207186050854, ""time_of_day"": -123, ""atm_ce_delta"": 0.51227, ""atm_ce_gamma"": 0.00088, ""atm_ce_theta"": -20.13732, ""atm_pe_delta"": -0.48809, ""atm_pe_gamma"": 0.00081, ""atm_pe_theta"": -15.1846, ""index_rsi_14"": 37.25231175693465, ""is_expiry_day"": 0, ""days_to_expiry"": 5, ""gamma_exposure"": 92246.98925, ""is_mid_session"": 0, ""theta_pressure"": 307.80538, ""index_return_1m"": -0.00018790642682208966, ""index_return_5m"": -0.00008023835013065993, ""is_open_session"": 1, ""atm_ce_oi_change"": 1694030.0, ""atm_option_close"": 187.4, ""atm_pe_oi_change"": 3107325.0, ""index_return_15m"": -0.0009451496733116085, ""index_trend_ma_9"": -3.3222222222211713, ""is_close_session"": 0, ""is_weekly_expiry"": 1, ""index_trend_ma_21"": -10.171428571426077, ""index_trend_ma_50"": 0.6880000000019209, ""is_monthly_expiry"": 0, ""ce_oi_concentration"": 0.26085378996527364, ""pe_oi_concentration"": 0.2984876114100778, ""atm_option_range_15m"": 28.400000000000006, ""atm_option_return_1m"": 0.021531752521123017, ""atm_option_return_5m"": 0.009426339886883921, ""index_volatility_15m"": 0.0002702980849052127, ""selected_security_id"": 51366, ""atm_option_volatility_15m"": 0.024218287538113045, ""recent_high_breakout_flag"": 0, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0009889929767101287, ""pe_iv_slope_across_strikes"": -0.0010096823383165005}",1
2026-05-14 07:12:00+00,NIFTY,2026-05-19,23700,PE,"{""pcr_oi"": 1.221738115195785, ""atm_ce_iv"": 15.782971097010886, ""atm_ce_oi"": 4151615.0, ""atm_pe_iv"": 17.221567052896606, ""atm_pe_oi"": 4489355.0, ""atm_ce_ltp"": 185.2, ""atm_pe_ltp"": 192.05, ""atm_strike"": 23700, ""delta_skew"": -0.48181845528455286, ""pcr_volume"": null, ""atm_ce_vega"": 11.42499, ""atm_pe_vega"": 11.42531, ""index_close"": 23677.55, ""iv_skew_otm"": -2.959207186050854, ""time_of_day"": -123, ""atm_ce_delta"": 0.51227, ""atm_ce_gamma"": 0.00088, ""atm_ce_theta"": -20.13732, ""atm_pe_delta"": -0.48809, ""atm_pe_gamma"": 0.00081, ""atm_pe_theta"": -15.1846, ""index_rsi_14"": 37.25231175693465, ""is_expiry_day"": 0, ""days_to_expiry"": 5, ""gamma_exposure"": 92246.98925, ""is_mid_session"": 0, ""theta_pressure"": 307.80538, ""index_return_1m"": -0.00018790642682208966, ""index_return_5m"": -0.00008023835013065993, ""is_open_session"": 1, ""atm_ce_oi_change"": 1694030.0, ""atm_option_close"": 189.15, ""atm_pe_oi_change"": 3107325.0, ""index_return_15m"": -0.0009451496733116085, ""index_trend_ma_9"": -3.3222222222211713, ""is_close_session"": 0, ""is_weekly_expiry"": 1, ""index_trend_ma_21"": -10.171428571426077, ""index_trend_ma_50"": 0.6880000000019209, ""is_monthly_expiry"": 0, ""ce_oi_concentration"": 0.26085378996527364, ""pe_oi_concentration"": 0.2984876114100778, ""atm_option_range_15m"": 21.5, ""atm_option_return_1m"": -0.020962732919254573, ""atm_option_return_5m"": -0.01381647549530764, ""index_volatility_15m"": 0.0002702980849052127, ""selected_security_id"": 51367, ""atm_option_volatility_15m"": 0.017794644847982925, ""recent_high_breakout_flag"": 0, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0009889929767101287, ""pe_iv_slope_across_strikes"": -0.0010096823383165005}",0
2026-05-14 07:12:00+00,BANKNIFTY,2026-05-26,54300,CE,"{""pcr_oi"": 0.7826453861676756, ""atm_ce_iv"": 21.373807214055823, ""atm_ce_oi"": 126840.0, ""atm_pe_iv"": 22.24524986932733, ""atm_pe_oi"": 102720.0, ""atm_ce_ltp"": 935.55, ""atm_pe_ltp"": 805.4, ""atm_strike"": 54300, ""delta_skew"": -0.49649512820512826, ""pcr_volume"": null, ""atm_ce_vega"": 39.63853, ""atm_pe_vega"": 39.65005, ""index_close"": 54277.95, ""iv_skew_otm"": -4.801752050761838, ""time_of_day"": -123, ""atm_ce_delta"": 0.53888, ""atm_ce_gamma"": 0.00019, ""atm_ce_theta"": -42.06997, ""atm_pe_delta"": -0.46256, ""atm_pe_gamma"": 0.00018, ""atm_pe_theta"": -28.62202, ""index_rsi_14"": 44.91600353669302, ""is_expiry_day"": 0, ""days_to_expiry"": 12, ""gamma_exposure"": 2876.7036, ""is_mid_session"": 0, ""theta_pressure"": 352.31449, ""index_return_1m"": -0.0001648648200579581, ""index_return_5m"": -0.00010316200764330668, ""is_open_session"": 1, ""atm_ce_oi_change"": 38340.0, ""atm_option_close"": 937.95, ""atm_pe_oi_change"": 31530.0, ""index_return_15m"": -0.0005128365662600647, ""index_trend_ma_9"": -2.727777777785377, ""is_close_session"": 0, ""is_weekly_expiry"": 1, ""index_trend_ma_21"": -0.17619047618791228, ""index_trend_ma_50"": 58.91299999999319, ""is_monthly_expiry"": 1, ""ce_oi_concentration"": 0.35974701015977845, ""pe_oi_concentration"": 0.2792693843746303, ""atm_option_range_15m"": 39.75, ""atm_option_return_1m"": 0.012303707301279037, ""atm_option_return_5m"": 0.009471021901738222, ""index_volatility_15m"": 0.0002905994951399268, ""selected_security_id"": 67206, ""atm_option_volatility_15m"": 0.015929829571722617, ""recent_high_breakout_flag"": 0, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0009702821249365435, ""pe_iv_slope_across_strikes"": -0.00022625753326891928}",0
2026-05-14 07:12:00+00,BANKNIFTY,2026-05-26,54300,PE,"{""pcr_oi"": 0.7826453861676756, ""atm_ce_iv"": 21.373807214055823, ""atm_ce_oi"": 126840.0, ""atm_pe_iv"": 22.24524986932733, ""atm_pe_oi"": 102720.0, ""atm_ce_ltp"": 935.55, ""atm_pe_ltp"": 805.4, ""atm_strike"": 54300, ""delta_skew"": -0.49649512820512826, ""pcr_volume"": null, ""atm_ce_vega"": 39.63853, ""atm_pe_vega"": 39.65005, ""index_close"": 54277.95, ""iv_skew_otm"": -4.801752050761838, ""time_of_day"": -123, ""atm_ce_delta"": 0.53888, ""atm_ce_gamma"": 0.00019, ""atm_ce_theta"": -42.06997, ""atm_pe_delta"": -0.46256, ""atm_pe_gamma"": 0.00018, ""atm_pe_theta"": -28.62202, ""index_rsi_14"": 44.91600353669302, ""is_expiry_day"": 0, ""days_to_expiry"": 12, ""gamma_exposure"": 2876.7036, ""is_mid_session"": 0, ""theta_pressure"": 352.31449, ""index_return_1m"": -0.0001648648200579581, ""index_return_5m"": -0.00010316200764330668, ""is_open_session"": 1, ""atm_ce_oi_change"": 38340.0, ""atm_option_close"": 797.35, ""atm_pe_oi_change"": 31530.0, ""index_return_15m"": -0.0005128365662600647, ""index_trend_ma_9"": -2.727777777785377, ""is_close_session"": 0, ""is_weekly_expiry"": 1, ""index_trend_ma_21"": -0.17619047618791228, ""index_trend_ma_50"": 58.91299999999319, ""is_monthly_expiry"": 1, ""ce_oi_concentration"": 0.35974701015977845, ""pe_oi_concentration"": 0.2792693843746303, ""atm_option_range_15m"": 34.450000000000045, ""atm_option_return_1m"": -0.015738797679298852, ""atm_option_return_5m"": -0.012325034064164415, ""index_volatility_15m"": 0.0002905994951399268, ""selected_security_id"": 67214, ""atm_option_volatility_15m"": 0.012855805528847861, ""recent_high_breakout_flag"": 0, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0009702821249365435, ""pe_iv_slope_across_strikes"": -0.00022625753326891928}",0
2026-05-14 07:11:00+00,NIFTY,2026-05-19,23700,CE,"{""pcr_oi"": 1.2242015835556692, ""atm_ce_iv"": 15.438134572350224, ""atm_ce_oi"": 4126915.0, ""atm_pe_iv"": 17.494277933093795, ""atm_pe_oi"": 4500145.0, ""atm_ce_ltp"": 183.15, ""atm_pe_ltp"": 193.4, ""atm_strike"": 23700, ""delta_skew"": -0.48523544715447153, ""pcr_volume"": null, ""atm_ce_vega"": 11.42408, ""atm_pe_vega"": 11.42507, ""index_close"": 23682.0, ""iv_skew_otm"": -2.9226259828691123, ""time_of_day"": -124, ""atm_ce_delta"": 0.51567, ""atm_ce_gamma"": 0.0009, ""atm_ce_theta"": -19.78852, ""atm_pe_delta"": -0.48524, ""atm_pe_gamma"": 0.0008, ""atm_pe_theta"": -15.49088, ""index_rsi_14"": 37.928715534632175, ""is_expiry_day"": 0, ""days_to_expiry"": 5, ""gamma_exposure"": 92372.48605, ""is_mid_session"": 0, ""theta_pressure"": 307.58331, ""index_return_1m"": 0.0000760128715128788, ""index_return_5m"": -0.00022163822309470284, ""is_open_session"": 1, ""atm_ce_oi_change"": 1669330.0, ""atm_option_close"": 183.45, ""atm_pe_oi_change"": 3118115.0, ""index_return_15m"": -0.0004220834036805673, ""index_trend_ma_9"": -0.07222222222480923, ""is_close_session"": 0, ""is_weekly_expiry"": 1, ""index_trend_ma_21"": -6.180952380953386, ""index_trend_ma_50"": 4.8730000000032305, ""is_monthly_expiry"": 0, ""ce_oi_concentration"": 0.26129028197457127, ""pe_oi_concentration"": 0.2986823679185232, ""atm_option_range_15m"": 28.400000000000006, ""atm_option_return_1m"": 0.006584362139917633, ""atm_option_return_5m"": -0.0432855280312908, ""index_volatility_15m"": 0.00028633604016760816, ""selected_security_id"": 51366, ""atm_option_volatility_15m"": 0.023313614429291456, ""recent_high_breakout_flag"": 0, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0009867247297185471, ""pe_iv_slope_across_strikes"": -0.0010114788993653798}",1
2026-05-14 07:11:00+00,NIFTY,2026-05-19,23700,PE,"{""pcr_oi"": 1.2242015835556692, ""atm_ce_iv"": 15.438134572350224, ""atm_ce_oi"": 4126915.0, ""atm_pe_iv"": 17.494277933093795, ""atm_pe_oi"": 4500145.0, ""atm_ce_ltp"": 183.15, ""atm_pe_ltp"": 193.4, ""atm_strike"": 23700, ""delta_skew"": -0.48523544715447153, ""pcr_volume"": null, ""atm_ce_vega"": 11.42408, ""atm_pe_vega"": 11.42507, ""index_close"": 23682.0, ""iv_skew_otm"": -2.9226259828691123, ""time_of_day"": -124, ""atm_ce_delta"": 0.51567, ""atm_ce_gamma"": 0.0009, ""atm_ce_theta"": -19.78852, ""atm_pe_delta"": -0.48524, ""atm_pe_gamma"": 0.0008, ""atm_pe_theta"": -15.49088, ""index_rsi_14"": 37.928715534632175, ""is_expiry_day"": 0, ""days_to_expiry"": 5, ""gamma_exposure"": 92372.48605, ""is_mid_session"": 0, ""theta_pressure"": 307.58331, ""index_return_1m"": 0.0000760128715128788, ""index_return_5m"": -0.00022163822309470284, ""is_open_session"": 1, ""atm_ce_oi_change"": 1669330.0, ""atm_option_close"": 193.2, ""atm_pe_oi_change"": 3118115.0, ""index_return_15m"": -0.0004220834036805673, ""index_trend_ma_9"": -0.07222222222480923, ""is_close_session"": 0, ""is_weekly_expiry"": 1, ""index_trend_ma_21"": -6.180952380953386, ""index_trend_ma_50"": 4.8730000000032305, ""is_monthly_expiry"": 0, ""ce_oi_concentration"": 0.26129028197457127, ""pe_oi_concentration"": 0.2986823679185232, ""atm_option_range_15m"": 21.5, ""atm_option_return_1m"": -0.006939090208172823, ""atm_option_return_5m"": 0.03232701041944955, ""index_volatility_15m"": 0.00028633604016760816, ""selected_security_id"": 51367, ""atm_option_volatility_15m"": 0.016734686232857326, ""recent_high_breakout_flag"": 0, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0009867247297185471, ""pe_iv_slope_across_strikes"": -0.0010114788993653798}",0
2026-05-14 07:11:00+00,BANKNIFTY,2026-05-26,54300,CE,"{""pcr_oi"": 0.7825897022796453, ""atm_ce_iv"": 21.068519219877796, ""atm_ce_oi"": 126720.0, ""atm_pe_iv"": 22.380094145376255, ""atm_pe_oi"": 102210.0, ""atm_ce_ltp"": 924.8, ""atm_pe_ltp"": 809.45, ""atm_strike"": 54300, ""delta_skew"": -0.49737401709401713, ""pcr_volume"": null, ""atm_ce_vega"": 39.63356, ""atm_pe_vega"": 39.64973, ""index_close"": 54286.9, ""iv_skew_otm"": -4.719988067398916, ""time_of_day"": -124, ""atm_ce_delta"": 0.53968, ""atm_ce_gamma"": 0.00019, ""atm_ce_theta"": -41.58895, ""atm_pe_delta"": -0.46218, ""atm_pe_gamma"": 0.00018, ""atm_pe_theta"": -28.84031, ""index_rsi_14"": 44.483362521890854, ""is_expiry_day"": 0, ""days_to_expiry"": 12, ""gamma_exposure"": 2872.6491, ""is_mid_session"": 0, ""theta_pressure"": 352.07761999999997, ""index_return_1m"": -0.00003315607115284828, ""index_return_5m"": -0.000012894288935172851, ""is_open_session"": 1, ""atm_ce_oi_change"": 38220.0, ""atm_option_close"": 926.55, ""atm_pe_oi_change"": 31020.0, ""index_return_15m"": 0.0001962184196587173, ""index_trend_ma_9"": 4.86111111111677, ""is_close_session"": 0, ""is_weekly_expiry"": 1, ""index_trend_ma_21"": 9.992857142853609, ""index_trend_ma_50"": 69.80299999999988, ""is_monthly_expiry"": 1, ""ce_oi_concentration"": 0.3597387302064367, ""pe_oi_concentration"": 0.27940079756710773, ""atm_option_range_15m"": 40.0, ""atm_option_return_1m"": 0.0027054813051241816, ""atm_option_return_5m"": -0.018173148246264797, ""index_volatility_15m"": 0.00032364222722957176, ""selected_security_id"": 67206, ""atm_option_volatility_15m"": 0.01589754639249855, ""recent_high_breakout_flag"": 0, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0009701502424063013, ""pe_iv_slope_across_strikes"": -0.00022624913529571637}",1
