time,symbol,expiry,strike,option_type,open,high,low,close,volume
2026-05-25 07:00:00+00,BANKNIFTY,2026-05-26,55000,PE,254.65,261.6,251.3,251.75,137430
2026-05-25 07:01:00+00,BANKNIFTY,2026-05-26,55000,PE,252.05,252.55,247.55,252.15,29610
2026-05-25 07:02:00+00,NIFTY,2026-05-26,23950,CE,99.85,101.8,98.8,101.3,425490
2026-05-25 07:03:00+00,NIFTY,2026-05-26,23950,CE,101.5,102,99.95,101.7,436995
2026-05-25 07:04:00+00,NIFTY,2026-05-26,23950,CE,102.35,102.85,101.5,102.6,513500
2026-05-25 07:05:00+00,NIFTY,2026-05-26,23950,CE,102.25,105.9,101.7,101.7,1122680
2026-05-25 07:06:00+00,NIFTY,2026-05-26,23950,CE,101.8,102.25,101.35,101.35,98150
2026-05-25 07:02:00+00,NIFTY,2026-05-26,23950,PE,88.05,89.4,85.8,86.65,795275
2026-05-25 07:03:00+00,NIFTY,2026-05-26,23950,PE,86.5,88.35,85.7,86.1,616720
2026-05-25 07:04:00+00,NIFTY,2026-05-26,23950,PE,85.15,86,84.05,84.35,783185
2026-05-25 07:05:00+00,NIFTY,2026-05-26,23950,PE,84.75,85.9,81.5,85.8,1287130
2026-05-25 07:06:00+00,NIFTY,2026-05-26,23950,PE,85.5,86.55,85.15,86.55,121160
2026-05-25 07:02:00+00,BANKNIFTY,2026-05-26,55000,CE,293.4,295.1,287.95,292,73170
2026-05-25 07:03:00+00,BANKNIFTY,2026-05-26,55000,CE,292.5,295.05,290.3,294.4,28020
2026-05-25 07:04:00+00,BANKNIFTY,2026-05-26,55000,CE,295,299,293.3,296,46080
2026-05-25 07:05:00+00,BANKNIFTY,2026-05-26,55000,CE,297.2,310.4,295.3,304.6,110340
2026-05-25 07:06:00+00,BANKNIFTY,2026-05-26,55000,CE,306.15,306.15,299.1,299.1,16650
2026-05-25 07:02:00+00,BANKNIFTY,2026-05-26,55000,PE,248.2,255.1,248,252.45,67260
2026-05-25 07:03:00+00,BANKNIFTY,2026-05-26,55000,PE,252.75,254.95,250.05,250.05,48720
2026-05-25 07:04:00+00,BANKNIFTY,2026-05-26,55000,PE,249.55,251.25,247,249.2,38580
2026-05-25 07:05:00+00,BANKNIFTY,2026-05-26,55000,PE,250,250.1,233.45,241.6,139980
2026-05-25 07:06:00+00,BANKNIFTY,2026-05-26,55000,PE,240.85,246,240.45,246,15450
2026-05-25 07:07:00+00,NIFTY,2026-05-26,23950,CE,103.6,106.1,102.85,104.4,559390
2026-05-25 07:08:00+00,NIFTY,2026-05-26,23950,CE,104.7,105.15,102.85,103.65,393705
2026-05-25 07:09:00+00,NIFTY,2026-05-26,23950,CE,103.55,104.9,101.2,101.7,431665
2026-05-25 07:10:00+00,NIFTY,2026-05-26,23950,CE,100.3,102.1,98.8,101.85,659360
2026-05-25 07:11:00+00,NIFTY,2026-05-26,23950,CE,101.55,102.55,101.55,102,114010
2026-05-25 07:07:00+00,NIFTY,2026-05-26,23950,PE,83.55,84.35,81.3,82.75,527930
2026-05-25 07:08:00+00,NIFTY,2026-05-26,23950,PE,83,84.2,82.05,83.05,451815
2026-05-25 07:09:00+00,NIFTY,2026-05-26,23950,PE,83.4,86.25,82.1,85.95,552955
2026-05-25 07:10:00+00,NIFTY,2026-05-26,23950,PE,86.8,88.6,84.85,84.85,1214980
2026-05-25 07:11:00+00,NIFTY,2026-05-26,23950,PE,85.2,85.35,84.7,85,135525
2026-05-25 07:07:00+00,BANKNIFTY,2026-05-26,55000,CE,299.8,305.65,298.25,301.25,34590
2026-05-25 07:08:00+00,BANKNIFTY,2026-05-26,55000,CE,300.35,304,299.45,303.1,35190
2026-05-25 07:09:00+00,BANKNIFTY,2026-05-26,55000,CE,304.1,304.1,283.35,283.85,90960
2026-05-25 07:10:00+00,BANKNIFTY,2026-05-26,55000,CE,281.95,290.9,279.5,289.15,78360
2026-05-25 07:11:00+00,BANKNIFTY,2026-05-26,55000,CE,289.65,289.7,287,287,8310
2026-05-25 07:07:00+00,BANKNIFTY,2026-05-26,55000,PE,248.4,250,245.25,250,39600
2026-05-25 07:08:00+00,BANKNIFTY,2026-05-26,55000,PE,249.2,250.65,244.75,244.75,29760
2026-05-25 07:09:00+00,BANKNIFTY,2026-05-26,55000,PE,245.55,258,245.55,258,81060
2026-05-25 07:10:00+00,BANKNIFTY,2026-05-26,55000,PE,259,263.3,251.25,255.65,110730
2026-05-25 07:11:00+00,BANKNIFTY,2026-05-26,55000,PE,255.65,258,255.3,256.8,12270
2026-05-25 07:12:00+00,NIFTY,2026-05-26,23950,CE,102.6,104.15,102,104.15,375505
2026-05-25 07:13:00+00,NIFTY,2026-05-26,23950,CE,104.3,104.7,101.5,103.05,337935
2026-05-25 07:14:00+00,NIFTY,2026-05-26,23950,CE,102.7,103.1,98.8,99,479505
2026-05-25 07:15:00+00,NIFTY,2026-05-26,23950,CE,98.9,99.75,97.5,99.65,599690
2026-05-25 07:16:00+00,NIFTY,2026-05-26,23950,CE,98.8,99.15,98.55,98.55,71825
2026-05-25 07:12:00+00,NIFTY,2026-05-26,23950,PE,84.7,85.1,82.6,82.6,496340
2026-05-25 07:13:00+00,NIFTY,2026-05-26,23950,PE,82.85,85.5,82.5,84.25,365300
2026-05-25 07:14:00+00,NIFTY,2026-05-26,23950,PE,84.35,88.45,84.2,88.25,639340
2026-05-25 07:15:00+00,NIFTY,2026-05-26,23950,PE,88.35,89.2,86.5,86.6,893815
2026-05-25 07:16:00+00,NIFTY,2026-05-26,23950,PE,87.4,87.6,87.2,87.5,114205
2026-05-25 07:12:00+00,BANKNIFTY,2026-05-26,55000,CE,290.95,298.85,287.55,297.55,53040
2026-05-25 07:13:00+00,BANKNIFTY,2026-05-26,55000,CE,298.5,299.95,288.35,289.95,42030
2026-05-25 07:14:00+00,BANKNIFTY,2026-05-26,55000,CE,289.6,289.65,282.65,283.1,45300
2026-05-25 07:15:00+00,BANKNIFTY,2026-05-26,55000,CE,287.25,289,280.55,286.4,67410
2026-05-25 07:16:00+00,BANKNIFTY,2026-05-26,55000,CE,283.15,284.9,278,279.4,11400
2026-05-25 07:12:00+00,BANKNIFTY,2026-05-26,55000,PE,253,253.65,244.2,245.15,74820
2026-05-25 07:13:00+00,BANKNIFTY,2026-05-26,55000,PE,244.05,255.85,243.5,255.25,45990
2026-05-25 07:14:00+00,BANKNIFTY,2026-05-26,55000,PE,254.55,260,253.8,259.95,65880
2026-05-25 07:15:00+00,BANKNIFTY,2026-05-26,55000,PE,257.4,262.5,253.4,255.85,92340
2026-05-25 07:16:00+00,BANKNIFTY,2026-05-26,55000,PE,257.85,260.2,256.45,259.2,13560
2026-05-25 07:17:00+00,NIFTY,2026-05-26,23950,CE,94.6,96.35,92.8,96.15,1128465
2026-05-25 07:18:00+00,NIFTY,2026-05-26,23950,CE,95.8,95.8,85.1,87,1925105
2026-05-25 07:19:00+00,NIFTY,2026-05-26,23950,CE,86.25,92.7,86.25,89.35,1467635
2026-05-25 07:20:00+00,NIFTY,2026-05-26,23950,CE,88.45,91,85.95,90.95,1199705
2026-05-25 07:21:00+00,NIFTY,2026-05-26,23950,CE,91.35,91.75,90.9,90.9,255710
2026-05-25 07:17:00+00,NIFTY,2026-05-26,23950,PE,91.3,92.65,88.25,88.4,1595880
2026-05-25 07:18:00+00,NIFTY,2026-05-26,23950,PE,89.2,99.65,89.05,97.15,2945670
2026-05-25 07:19:00+00,NIFTY,2026-05-26,23950,PE,98.65,98.65,93.2,97.15,2377700
2026-05-25 07:20:00+00,NIFTY,2026-05-26,23950,PE,98.3,102.65,94.8,94.95,2823340
2026-05-25 07:21:00+00,NIFTY,2026-05-26,23950,PE,94.55,95.8,94.5,95.8,332605
2026-05-25 07:17:00+00,BANKNIFTY,2026-05-26,54900,CE,323.15,325.45,311.15,322.1,57990
2026-05-25 07:18:00+00,BANKNIFTY,2026-05-26,54900,CE,321.35,322.35,284.65,285.2,100470
2026-05-25 07:19:00+00,BANKNIFTY,2026-05-26,54900,CE,286.9,300.6,286.4,289.65,68430
2026-05-25 07:20:00+00,BANKNIFTY,2026-05-26,54900,CE,287.7,302.6,287.55,301.3,60090
2026-05-25 07:21:00+00,BANKNIFTY,2026-05-26,54900,CE,303,306.9,301.8,302.25,19860
2026-05-25 07:17:00+00,BANKNIFTY,2026-05-26,54900,PE,220.8,225.9,219.2,220.45,85230
2026-05-25 07:18:00+00,BANKNIFTY,2026-05-26,54900,PE,220.6,244.7,219.4,242.4,131730
2026-05-25 07:19:00+00,BANKNIFTY,2026-05-26,54900,PE,241.8,245,235.9,242.1,130290
2026-05-25 07:20:00+00,BANKNIFTY,2026-05-26,54900,PE,242.3,248.85,233.95,236.3,132780
2026-05-25 07:21:00+00,BANKNIFTY,2026-05-26,54900,PE,233.95,236,230.3,235.9,18810
2026-05-25 07:22:00+00,NIFTY,2026-05-26,23950,CE,91.75,93.95,91.4,93.7,852345
2026-05-25 07:23:00+00,NIFTY,2026-05-26,23950,CE,93.65,93.65,91.1,91.45,593060
2026-05-25 07:24:00+00,NIFTY,2026-05-26,23950,CE,91.5,96.4,91.5,95.3,983645
2026-05-25 07:25:00+00,NIFTY,2026-05-26,23950,CE,95.15,95.15,91.55,92.65,769990
2026-05-25 07:26:00+00,NIFTY,2026-05-26,23950,CE,92.35,92.9,92,92.8,115895
2026-05-25 07:22:00+00,NIFTY,2026-05-26,23950,PE,95.8,96.65,91.95,92,1117805
2026-05-25 07:23:00+00,NIFTY,2026-05-26,23950,PE,92.15,95.25,92.05,94.5,726765
2026-05-25 07:24:00+00,NIFTY,2026-05-26,23950,PE,94.95,94.95,88.8,90.55,1280110
2026-05-25 07:25:00+00,NIFTY,2026-05-26,23950,PE,90.65,94.8,90.65,93.45,1025960
2026-05-25 07:26:00+00,NIFTY,2026-05-26,23950,PE,93.7,94,92.7,92.75,184990
2026-05-25 07:22:00+00,BANKNIFTY,2026-05-26,54900,CE,308,310,296.9,307.65,38730
2026-05-25 07:23:00+00,BANKNIFTY,2026-05-26,54900,CE,306.5,309,295.25,299.5,26700
2026-05-25 07:24:00+00,BANKNIFTY,2026-05-26,54900,CE,299.3,309.8,299.3,304.3,24870
2026-05-25 07:25:00+00,BANKNIFTY,2026-05-26,54900,CE,304.7,304.7,296.6,299.55,27150
2026-05-25 07:26:00+00,BANKNIFTY,2026-05-26,54900,CE,299.55,303,299,302.95,3810
2026-05-25 07:22:00+00,BANKNIFTY,2026-05-26,54900,PE,229.05,238.7,225.5,228.9,68340
2026-05-25 07:23:00+00,BANKNIFTY,2026-05-26,54900,PE,229.35,237,229.35,235.85,41640
2026-05-25 07:24:00+00,BANKNIFTY,2026-05-26,54900,PE,236.05,236.05,225.1,229.9,40320
2026-05-25 07:25:00+00,BANKNIFTY,2026-05-26,54900,PE,230,239,230,237.75,44850
2026-05-25 07:26:00+00,BANKNIFTY,2026-05-26,54900,PE,238.75,238.75,231.5,231.5,14640
2026-05-25 07:27:00+00,NIFTY,2026-05-26,23950,CE,94.65,94.8,92.5,94.25,442195
2026-05-25 07:28:00+00,NIFTY,2026-05-26,23950,CE,94.25,95.5,92.4,95.35,477035
2026-05-25 07:29:00+00,NIFTY,2026-05-26,23950,CE,95.6,95.95,93.85,94.1,446485
2026-05-25 07:30:00+00,NIFTY,2026-05-26,23950,CE,94.95,95.25,92,95.25,585325
2026-05-25 07:31:00+00,NIFTY,2026-05-26,23950,CE,93.45,93.8,93,93.25,93470
2026-05-25 07:27:00+00,NIFTY,2026-05-26,23950,PE,90.3,92,88.95,89.4,578305
2026-05-25 07:28:00+00,NIFTY,2026-05-26,23950,PE,90,91.5,88.3,88.4,615940
2026-05-25 07:29:00+00,NIFTY,2026-05-26,23950,PE,88.45,91.1,88.15,90.75,500760
2026-05-25 07:30:00+00,NIFTY,2026-05-26,23950,PE,89.9,93.25,89.35,89.7,891345
2026-05-25 07:31:00+00,NIFTY,2026-05-26,23950,PE,91.7,92,91.05,91.95,146120
2026-05-25 07:27:00+00,BANKNIFTY,2026-05-26,55000,CE,253.35,263.05,252.55,262.4,73770
2026-05-25 07:28:00+00,BANKNIFTY,2026-05-26,55000,CE,263.95,265.5,255.55,265.5,100050
2026-05-25 07:29:00+00,BANKNIFTY,2026-05-26,55000,CE,266.95,267.8,262,265.65,63180
2026-05-25 07:30:00+00,BANKNIFTY,2026-05-26,55000,CE,266.2,266.75,257.1,265.85,73020
2026-05-25 07:31:00+00,BANKNIFTY,2026-05-26,55000,CE,266,266,257.45,257.75,22350
2026-05-25 07:27:00+00,BANKNIFTY,2026-05-26,55000,PE,276.65,278.6,262.15,262.5,101910
2026-05-25 07:28:00+00,BANKNIFTY,2026-05-26,55000,PE,262.35,273.3,260.65,260.65,55350
2026-05-25 07:29:00+00,BANKNIFTY,2026-05-26,55000,PE,259.15,265.35,259.1,263.1,47910
2026-05-25 07:30:00+00,BANKNIFTY,2026-05-26,55000,PE,261,271.05,260.05,260.05,74520
2026-05-25 07:31:00+00,BANKNIFTY,2026-05-26,55000,PE,264.75,270.65,264.2,270.65,12570
2026-05-25 07:32:00+00,NIFTY,2026-05-26,23950,CE,94.7,98.8,93,97.8,789945
2026-05-25 07:33:00+00,NIFTY,2026-05-26,23950,CE,107.6,113.6,106.05,110.25,4748640
2026-05-25 07:34:00+00,NIFTY,2026-05-26,23950,CE,109.7,110.75,103.2,104.35,1426750
2026-05-25 07:35:00+00,NIFTY,2026-05-26,23950,CE,104.85,106.85,102.2,105.05,935350
2026-05-25 07:36:00+00,NIFTY,2026-05-26,23950,CE,104.6,105.6,102.05,102.05,253435
2026-05-25 07:32:00+00,NIFTY,2026-05-26,23950,PE,90.4,91.8,84.1,84.85,1273805
2026-05-25 07:33:00+00,NIFTY,2026-05-26,23950,PE,72.35,74.65,63.7,71.2,5905445
2026-05-25 07:34:00+00,NIFTY,2026-05-26,23950,PE,72.4,79,71.2,78,1489930
2026-05-25 07:35:00+00,NIFTY,2026-05-26,23950,PE,78.05,81.05,76.65,79.15,1266850
2026-05-25 07:36:00+00,NIFTY,2026-05-26,23950,PE,79.65,82.15,78.4,82.15,365235
2026-05-25 07:32:00+00,BANKNIFTY,2026-05-26,55000,CE,263,276.8,259.45,276.8,72870
2026-05-25 07:33:00+00,BANKNIFTY,2026-05-26,55000,CE,293.5,309.75,290.55,309.75,367350
2026-05-25 07:34:00+00,BANKNIFTY,2026-05-26,55000,CE,309.4,309.95,295.5,299.05,141030
2026-05-25 07:35:00+00,BANKNIFTY,2026-05-26,55000,CE,299.2,304.25,298.1,302.2,106680
2026-05-25 07:36:00+00,BANKNIFTY,2026-05-26,55000,CE,299.4,302.35,292.45,293.65,41670
2026-05-25 07:32:00+00,BANKNIFTY,2026-05-26,55000,PE,264.4,268.45,242.55,242.55,98940
2026-05-25 07:33:00+00,BANKNIFTY,2026-05-26,55000,PE,224.1,236.9,214.6,223.8,282210
2026-05-25 07:34:00+00,BANKNIFTY,2026-05-26,55000,PE,223.45,235.65,223.45,230.9,90000
2026-05-25 07:35:00+00,BANKNIFTY,2026-05-26,55000,PE,231.9,235.4,228.95,230.65,58800
2026-05-25 07:36:00+00,BANKNIFTY,2026-05-26,55000,PE,232.15,238.2,229.9,237.7,24600
2026-05-25 07:37:00+00,NIFTY,2026-05-26,24000,CE,80.6,83.2,80,80.4,2377115
2026-05-25 07:38:00+00,NIFTY,2026-05-26,24000,CE,80.3,80.8,78.2,80.25,1293890
2026-05-25 07:39:00+00,NIFTY,2026-05-26,24000,CE,79.7,81.2,78.55,81.2,929045
2026-05-25 07:40:00+00,NIFTY,2026-05-26,24000,CE,81.15,82.25,80.55,81.85,1379105
2026-05-25 07:41:00+00,NIFTY,2026-05-26,24000,CE,81.4,81.9,79.95,80,491010
2026-05-25 07:37:00+00,NIFTY,2026-05-26,24000,PE,102.75,102.75,98,102.2,1067105
2026-05-25 07:38:00+00,NIFTY,2026-05-26,24000,PE,101.75,104.2,101.4,102.1,734890
2026-05-25 07:39:00+00,NIFTY,2026-05-26,24000,PE,103,104,100.35,100.5,552370
2026-05-25 07:40:00+00,NIFTY,2026-05-26,24000,PE,100.1,101.5,99.1,99.65,747305
2026-05-25 07:41:00+00,NIFTY,2026-05-26,24000,PE,99.85,101.9,99.45,101.7,169130
2026-05-25 07:37:00+00,BANKNIFTY,2026-05-26,55000,CE,295.55,302.7,294.4,296.8,69720
2026-05-25 07:38:00+00,BANKNIFTY,2026-05-26,55000,CE,297.9,301.35,291.3,300.1,72120
2026-05-25 07:39:00+00,BANKNIFTY,2026-05-26,55000,CE,298.45,300.65,292.9,297.5,53910
2026-05-25 07:40:00+00,BANKNIFTY,2026-05-26,55000,CE,299.35,303.5,297.25,301.75,81600
2026-05-25 07:41:00+00,BANKNIFTY,2026-05-26,55000,CE,301.45,302.05,298.3,298.3,22980
2026-05-25 07:37:00+00,BANKNIFTY,2026-05-26,55000,PE,236.4,238.3,228.9,233.55,56280
2026-05-25 07:38:00+00,BANKNIFTY,2026-05-26,55000,PE,232.35,236.85,229.05,229.05,41940
2026-05-25 07:39:00+00,BANKNIFTY,2026-05-26,55000,PE,231.3,237.25,230.35,230.35,38520
2026-05-25 07:40:00+00,BANKNIFTY,2026-05-26,55000,PE,231.1,232.6,226.7,228.85,49200
2026-05-25 07:41:00+00,BANKNIFTY,2026-05-26,55000,PE,229,231.9,228,231.9,9660
2026-05-25 07:42:00+00,NIFTY,2026-05-26,24000,CE,80.55,81.2,79.2,79.85,654485
2026-05-25 07:43:00+00,NIFTY,2026-05-26,24000,CE,80.4,81.15,79.8,80.85,544895
2026-05-25 07:44:00+00,NIFTY,2026-05-26,24000,CE,80.65,81.1,79.4,79.4,612885
2026-05-25 07:45:00+00,NIFTY,2026-05-26,24000,CE,79.6,80.9,79.25,80.7,580190
2026-05-25 07:46:00+00,NIFTY,2026-05-26,24000,CE,80.8,80.9,78.35,78.35,493285
2026-05-25 07:42:00+00,NIFTY,2026-05-26,24000,PE,99.9,101.6,99.55,101.15,462085
2026-05-25 07:43:00+00,NIFTY,2026-05-26,24000,PE,100.3,100.75,98.95,99.3,475150
2026-05-25 07:44:00+00,NIFTY,2026-05-26,24000,PE,99.2,101.2,99,100.9,473135
2026-05-25 07:45:00+00,NIFTY,2026-05-26,24000,PE,101.25,101.4,99.15,99.5,601055
2026-05-25 07:46:00+00,NIFTY,2026-05-26,24000,PE,99.5,102.75,99.25,102.6,327405
2026-05-25 07:42:00+00,BANKNIFTY,2026-05-26,55000,CE,298,299.8,292.75,298.6,35490
2026-05-25 07:43:00+00,BANKNIFTY,2026-05-26,55000,CE,297.5,303.55,296.05,300.8,38250
2026-05-25 07:44:00+00,BANKNIFTY,2026-05-26,55000,CE,302.2,302.35,288.65,290.7,88140
2026-05-25 07:45:00+00,BANKNIFTY,2026-05-26,55000,CE,289.6,291.35,283.45,291.3,82770
2026-05-25 07:46:00+00,BANKNIFTY,2026-05-26,55000,CE,289.7,292.8,286.25,286.25,23880
2026-05-25 07:42:00+00,BANKNIFTY,2026-05-26,55000,PE,230.2,234.4,229.25,231.3,33780
2026-05-25 07:43:00+00,BANKNIFTY,2026-05-26,55000,PE,231.05,233,225.1,226.85,32040
2026-05-25 07:44:00+00,BANKNIFTY,2026-05-26,55000,PE,225.85,235,225.85,235,36990
2026-05-25 07:45:00+00,BANKNIFTY,2026-05-26,55000,PE,234.8,241.85,233.5,234.75,84990
2026-05-25 07:46:00+00,BANKNIFTY,2026-05-26,55000,PE,233.7,239.2,231.6,239.2,18060
2026-05-25 07:47:00+00,NIFTY,2026-05-26,24000,CE,82.15,82.6,80.6,81.5,922025
2026-05-25 07:48:00+00,NIFTY,2026-05-26,24000,CE,81.05,82.65,79.8,82.15,895050
2026-05-25 07:49:00+00,NIFTY,2026-05-26,24000,CE,82.15,83,81.5,82.55,1116440
2026-05-25 07:50:00+00,NIFTY,2026-05-26,24000,CE,82.75,84.4,82.7,84.2,1705015
2026-05-25 07:51:00+00,NIFTY,2026-05-26,24000,CE,83.65,85.8,83.3,85.4,921115
2026-05-25 07:47:00+00,NIFTY,2026-05-26,24000,PE,97.35,99.75,97.2,98.55,490620
2026-05-25 07:48:00+00,NIFTY,2026-05-26,24000,PE,99.3,100.55,96.4,96.95,572715
2026-05-25 07:49:00+00,NIFTY,2026-05-26,24000,PE,97.15,98,95.25,95.75,671515
2026-05-25 07:50:00+00,NIFTY,2026-05-26,24000,PE,95.75,95.95,94.9,95.45,762255
2026-05-25 07:51:00+00,NIFTY,2026-05-26,24000,PE,96.35,96.35,94.4,94.7,294775
2026-05-25 07:47:00+00,BANKNIFTY,2026-05-26,55000,CE,291.05,293.4,287.85,290.2,32730
2026-05-25 07:48:00+00,BANKNIFTY,2026-05-26,55000,CE,290.1,301.45,288.65,300.4,87090
2026-05-25 07:49:00+00,BANKNIFTY,2026-05-26,55000,CE,299.25,302,297.8,298.3,97350
2026-05-25 07:50:00+00,BANKNIFTY,2026-05-26,55000,CE,298.35,301.9,298,299.2,55860
2026-05-25 07:51:00+00,BANKNIFTY,2026-05-26,55000,CE,297.85,299.75,296.4,298.85,23520
2026-05-25 07:47:00+00,BANKNIFTY,2026-05-26,55000,PE,234,235.6,231.9,233.65,24990
2026-05-25 07:48:00+00,BANKNIFTY,2026-05-26,55000,PE,233.35,233.5,220.75,221.65,74250
2026-05-25 07:49:00+00,BANKNIFTY,2026-05-26,55000,PE,222.05,224.35,219.9,223.75,62160
2026-05-25 07:50:00+00,BANKNIFTY,2026-05-26,55000,PE,224.5,226,222,224.95,35070
2026-05-25 07:51:00+00,BANKNIFTY,2026-05-26,55000,PE,227.25,227.3,224.05,226,14250
2026-05-25 07:52:00+00,NIFTY,2026-05-26,24000,CE,83.2,85.35,82.15,84.45,1058265
2026-05-25 07:53:00+00,NIFTY,2026-05-26,24000,CE,84.25,85.15,82.6,84,788385
2026-05-25 07:54:00+00,NIFTY,2026-05-26,24000,CE,84.15,84.5,82.25,83.6,652535
2026-05-25 07:55:00+00,NIFTY,2026-05-26,24000,CE,84.35,84.55,81.7,81.7,761475
2026-05-25 07:56:00+00,NIFTY,2026-05-26,24000,CE,81.85,83.65,81.85,83.2,307450
2026-05-25 07:52:00+00,NIFTY,2026-05-26,24000,PE,96.7,97.9,94.4,95.25,668785
2026-05-25 07:53:00+00,NIFTY,2026-05-26,24000,PE,95.75,96.85,94.55,95.35,363285
2026-05-25 07:54:00+00,NIFTY,2026-05-26,24000,PE,94.7,97.2,94.7,95.7,408525
2026-05-25 07:55:00+00,NIFTY,2026-05-26,24000,PE,94.9,96.95,94.9,96.95,367640
2026-05-25 07:56:00+00,NIFTY,2026-05-26,24000,PE,96.8,97,94.95,95.4,196365
2026-05-25 07:52:00+00,BANKNIFTY,2026-05-26,55000,CE,297,302,293.65,299.1,77340
2026-05-25 07:53:00+00,BANKNIFTY,2026-05-26,55000,CE,298,301,289.05,291.95,65820
2026-05-25 07:54:00+00,BANKNIFTY,2026-05-26,55000,CE,292.05,293.3,285.6,291.55,46620
2026-05-25 07:55:00+00,BANKNIFTY,2026-05-26,55000,CE,293.7,293.85,285,285,36660
2026-05-25 07:56:00+00,BANKNIFTY,2026-05-26,55000,CE,285.9,289.2,285.25,287,25290
2026-05-25 07:52:00+00,BANKNIFTY,2026-05-26,55000,PE,226.7,229.75,218.05,220.9,51720
2026-05-25 07:53:00+00,BANKNIFTY,2026-05-26,55000,PE,222.9,227.85,218.25,225.85,40050
2026-05-25 07:54:00+00,BANKNIFTY,2026-05-26,55000,PE,225.35,229.45,225.15,226.3,34020
2026-05-25 07:55:00+00,BANKNIFTY,2026-05-26,55000,PE,223.65,231,223.55,231,37170
2026-05-25 07:56:00+00,BANKNIFTY,2026-05-26,55000,PE,230.05,230.85,228.35,229.35,17160
2026-05-25 07:57:00+00,NIFTY,2026-05-26,24000,CE,83.55,85.1,82.7,84.3,1003080
2026-05-25 07:58:00+00,NIFTY,2026-05-26,24000,CE,84.7,86.8,83.05,83.45,1650415
2026-05-25 07:59:00+00,NIFTY,2026-05-26,24000,CE,82.8,85.5,82.5,84.8,851435
2026-05-25 08:00:00+00,NIFTY,2026-05-26,24000,CE,84.75,84.75,81.1,82.05,1162850
2026-05-25 08:01:00+00,NIFTY,2026-05-26,24000,CE,83.15,85.6,82.7,85.45,550810
2026-05-25 07:57:00+00,NIFTY,2026-05-26,24000,PE,95.2,95.9,93.25,93.7,779480
2026-05-25 07:58:00+00,NIFTY,2026-05-26,24000,PE,93.45,95.45,91.75,95.2,898625
2026-05-25 07:59:00+00,NIFTY,2026-05-26,24000,PE,95.85,96.25,93.75,94.45,634400
2026-05-25 08:00:00+00,NIFTY,2026-05-26,24000,PE,94.15,97.6,94.1,96.65,919360
2026-05-25 08:01:00+00,NIFTY,2026-05-26,24000,PE,95.6,96,93.4,93.5,359905
2026-05-25 07:57:00+00,BANKNIFTY,2026-05-26,55000,CE,288.5,297,287.85,296.95,45930
2026-05-25 07:58:00+00,BANKNIFTY,2026-05-26,55000,CE,295.4,298.4,288.75,289.75,37800
2026-05-25 07:59:00+00,BANKNIFTY,2026-05-26,55000,CE,288.2,296.95,287.2,294.8,40230
2026-05-25 08:00:00+00,BANKNIFTY,2026-05-26,55000,CE,295.45,295.45,284.3,289.05,59580
2026-05-25 08:01:00+00,BANKNIFTY,2026-05-26,55000,CE,290.7,292.9,288.9,291.15,14970
2026-05-25 07:57:00+00,BANKNIFTY,2026-05-26,55000,PE,228.75,230.3,220.4,221.65,40230
2026-05-25 07:58:00+00,BANKNIFTY,2026-05-26,55000,PE,224.25,227.95,219.5,227,32760
2026-05-25 07:59:00+00,BANKNIFTY,2026-05-26,55000,PE,228.6,229,221.4,223.4,20160
2026-05-25 08:00:00+00,BANKNIFTY,2026-05-26,55000,PE,222.95,231.55,222.95,227.95,36780
2026-05-25 08:01:00+00,BANKNIFTY,2026-05-26,55000,PE,227.2,228.2,224,224,16410
2026-05-25 08:02:00+00,NIFTY,2026-05-26,24000,CE,86.45,87.35,83.05,83.05,1815320
2026-05-25 08:03:00+00,NIFTY,2026-05-26,24000,CE,82.1,83.7,82.05,83.45,925275
2026-05-25 08:04:00+00,NIFTY,2026-05-26,24000,CE,83.45,84.85,83.4,84.5,732615
2026-05-25 08:05:00+00,NIFTY,2026-05-26,24000,CE,84.3,84.35,81.9,82.65,934180
2026-05-25 08:06:00+00,NIFTY,2026-05-26,24000,CE,81.95,82.45,81.25,81.55,507910
2026-05-25 08:02:00+00,NIFTY,2026-05-26,24000,PE,92.65,95.45,91.45,95.4,1138735
2026-05-25 08:03:00+00,NIFTY,2026-05-26,24000,PE,96.25,96.4,94.75,95,623805
2026-05-25 08:04:00+00,NIFTY,2026-05-26,24000,PE,94.85,95.25,94,94.1,331695
2026-05-25 08:05:00+00,NIFTY,2026-05-26,24000,PE,94.45,96.5,94.35,95.9,731900
2026-05-25 08:06:00+00,NIFTY,2026-05-26,24000,PE,96.4,97,96.1,96.85,346190
2026-05-25 08:02:00+00,BANKNIFTY,2026-05-26,55000,CE,294,296.65,286.7,287.1,46830
2026-05-25 08:03:00+00,BANKNIFTY,2026-05-26,55000,CE,286,289.05,285.05,287.5,32940
2026-05-25 08:04:00+00,BANKNIFTY,2026-05-26,55000,CE,288.75,291,287.1,289.7,18510
2026-05-25 08:05:00+00,BANKNIFTY,2026-05-26,55000,CE,290.4,290.45,269,274.35,143100
2026-05-25 08:06:00+00,BANKNIFTY,2026-05-26,55000,CE,273.5,275.7,268.05,270.35,51720
2026-05-25 08:02:00+00,BANKNIFTY,2026-05-26,55000,PE,223.35,227.65,219,227.45,39030
2026-05-25 08:03:00+00,BANKNIFTY,2026-05-26,55000,PE,228.1,230,227.05,228.85,32820
